clean_text,skor_sentimen,bobot_kata,label_sentimen
jessica psikopatmm australia tindak pidana ancam bunuh racun,-9.0,"[('jessica', 0), ('psikopatmm', 0), ('australia', 0), ('tindak', 0), ('pidana', 0), ('ancam', -4.0), ('bunuh', -5.0), ('racun', 0)]",negatif
roy suryo sih apalin lagu indonesia raya,2.0,"[('roy', 0), ('suryo', 0), ('sih', 0), ('apalin', 0), ('lagu', 2.0), ('indonesia', 0), ('raya', 0)]",positif
justice for jessica terang roy rekayasa jaga nama posisi tokoh pakar digital bodoh sambo proses hadap karma,-6.0,"[('justice', 0), ('for', 0), ('jessica', 0), ('terang', -3.0), ('roy', 0), ('rekayasa', 0), ('jaga', -3.0), ('nama', 0), ('posisi', 0), ('tokoh', 0), ('pakar', -1.0), ('digital', 0), ('bodoh', 0), ('sambo', 0), ('proses', 1.0), ('hadap', 0), ('karma', 0)]",negatif
djaja semangat potong bicara,-3.0,"[('djaja', 0), ('semangat', -1.0), ('potong', -2.0), ('bicara', 0)]",negatif
tonton pandai main jago sih psikopat biar penjara skenario kbnyk orang olah salah,-18.0,"[('tonton', -4.0), ('pandai', -4.0), ('main', -2.0), ('jago', 3.0), ('sih', 0), ('psikopat', 0), ('biar', -3.0), ('penjara', -4.0), ('skenario', 0), ('kbnyk', 0), ('orang', 0), ('olah', 0), ('salah', -4.0)]",negatif
plissssssss,0.0,"[('plissssssss', 0)]",netral
edi hasibuan paham hukum,-3.0,"[('edi', 0), ('hasibuan', 0), ('paham', 0), ('hukum', -3.0)]",negatif
berisik banget sih bawa acara manusia ahli dasar inti jelas paham orang paham bawa acara ngejelasin rumus integral paham rumus kali berisik ganggu banget,-8.0,"[('berisik', 0), ('banget', 1.0), ('sih', 0), ('bawa', -3.0), ('acara', 0), ('manusia', 3.0), ('ahli', 0), ('dasar', 0), ('inti', 0), ('jelas', -3.0), ('paham', 0), ('orang', 0), ('paham', 0), ('bawa', -3.0), ('acara', 0), ('ngejelasin', 0), ('rumus', 0), ('integral', 0), ('paham', 0), ('rumus', 0), ('kali', 0), ('berisik', 0), ('ganggu', -4.0), ('banget', 1.0)]",negatif
televisi one ada acara orang batas batas durasi ngegantung kuliah gue,-11.0,"[('televisi', 0), ('one', 0), ('ada', -3.0), ('acara', 0), ('orang', 0), ('batas', -3.0), ('batas', -3.0), ('durasi', 0), ('ngegantung', 0), ('kuliah', -2.0), ('gue', 0)]",negatif
kalo jessica salah sila deh teman jessica kalo kapok sadar kalo lambat kontak psikopat,-15.0,"[('kalo', 0), ('jessica', 0), ('salah', -4.0), ('sila', -4.0), ('deh', 0), ('teman', 0), ('jessica', 0), ('kalo', 0), ('kapok', -3.0), ('sadar', -1.0), ('kalo', 0), ('lambat', 1.0), ('kontak', -4.0), ('psikopat', 0)]",negatif
jessica untung netflix,-1.0,"[('jessica', 0), ('untung', -1.0), ('netflix', 0)]",negatif
untung untung netflix netflix kayak harap depan hukum indonesia adil,-14.0,"[('untung', -1.0), ('untung', -1.0), ('netflix', 0), ('netflix', 0), ('kayak', -3.0), ('harap', -3.0), ('depan', 0), ('hukum', -3.0), ('indonesia', 0), ('adil', -3.0)]",negatif
adil undang belah,-6.0,"[('adil', -3.0), ('undang', 2.0), ('belah', -5.0)]",negatif
sidang jessica ban sanggup bukti jessica salah,-8.0,"[('sidang', -3.0), ('jessica', 0), ('ban', 0), ('sanggup', 2.0), ('bukti', -3.0), ('jessica', 0), ('salah', -4.0)]",negatif
wajib wajib jaksa bukti dakwa tuntut bolak buzzer edi sadar keluarga,-11.0,"[('wajib', -2.0), ('wajib', -2.0), ('jaksa', 0), ('bukti', -3.0), ('dakwa', 3.0), ('tuntut', -3.0), ('bolak', 0), ('buzzer', 0), ('edi', 0), ('sadar', -1.0), ('keluarga', -3.0)]",negatif
teror psikopat korban wafat bela jess sadistic manner,-14.0,"[('teror', -5.0), ('psikopat', 0), ('korban', -4.0), ('wafat', -5.0), ('bela', 0), ('jess', 0), ('sadistic', 0), ('manner', 0)]",negatif
roy surya salam monas,0.0,"[('roy', 0), ('surya', 0), ('salam', 0), ('monas', 0)]",netral
mantap jhonson autopsi salah autopsi,1.0,"[('mantap', 5.0), ('jhonson', 0), ('autopsi', 0), ('salah', -4.0), ('autopsi', 0)]",positif
susah iya kalo percaya teori psikopat maju masyarakat sakit,-6.0,"[('susah', -3.0), ('iya', 0), ('kalo', 0), ('percaya', 2.0), ('teori', 0), ('psikopat', 0), ('maju', 0), ('masyarakat', 0), ('sakit', -5.0)]",negatif
tonton ice cold baca conscience komentar,-5.0,"[('tonton', -4.0), ('ice', 0), ('cold', 0), ('baca', -1.0), ('conscience', 0), ('komentar', 0)]",negatif
takut though jelas mati takut bapak mirna coba takut sih,-21.0,"[('takut', -4.0), ('though', 0), ('jelas', -3.0), ('mati', -5.0), ('takut', -4.0), ('bapak', 0), ('mirna', 0), ('coba', -1.0), ('takut', -4.0), ('sih', 0)]",negatif
komoditi cari cuan nyawa orang keluarga korban pikir,-12.0,"[('komoditi', 0), ('cari', -3.0), ('cuan', 0), ('nyawa', 0), ('orang', 0), ('keluarga', -3.0), ('korban', -4.0), ('pikir', -2.0)]",negatif
sedih iya bunuh bela sekolah dasar mati an ber bondong,-16.0,"[('sedih', -5.0), ('iya', 0), ('bunuh', -5.0), ('bela', 0), ('sekolah', 3.0), ('dasar', 0), ('mati', -5.0), ('an', 0), ('ber', 0), ('bondong', -4.0)]",negatif
bukti mnanya kasihan jess hukum bukti brslah bela klurga mirna salah bela jess bebas laku tuhan,-17.0,"[('bukti', -3.0), ('mnanya', 0), ('kasihan', -3.0), ('jess', 0), ('hukum', -3.0), ('bukti', -3.0), ('brslah', 0), ('bela', 0), ('klurga', 0), ('mirna', 0), ('salah', -4.0), ('bela', 0), ('jess', 0), ('bebas', -4.0), ('laku', 0), ('tuhan', 3.0)]",negatif
mantap kubu biar imbang pakar ajak ahli buzzurp ahli akal sehat,-2.0,"[('mantap', 5.0), ('kubu', 0), ('biar', -3.0), ('imbang', -3.0), ('pakar', -1.0), ('ajak', 1.0), ('ahli', 0), ('buzzurp', 0), ('ahli', 0), ('akal', 0), ('sehat', -1.0)]",negatif
haruz buka usur main iya proses bahya negara,-4.0,"[('haruz', 0), ('buka', -3.0), ('usur', 0), ('main', -2.0), ('iya', 0), ('proses', 1.0), ('bahya', 0), ('negara', 0)]",negatif
gampang banget fitnah otto peras jessica keluarga layan hukum tutup dooongg fitnah jessica bunuh anak,-30.0,"[('gampang', -3.0), ('banget', 1.0), ('fitnah', -5.0), ('otto', 0), ('peras', 0), ('jessica', 0), ('keluarga', -3.0), ('layan', -2.0), ('hukum', -3.0), ('tutup', -2.0), ('dooongg', 0), ('fitnah', -5.0), ('jessica', 0), ('bunuh', -5.0), ('anak', -3.0)]",negatif
mantap tunggu,3.0,"[('mantap', 5.0), ('tunggu', -2.0)]",positif
jessica laku polisi kuranv matang barang bukti,-3.0,"[('jessica', 0), ('laku', 0), ('polisi', 0), ('kuranv', 0), ('matang', 0), ('barang', 0), ('bukti', -3.0)]",negatif
bukti,-3.0,"[('bukti', -3.0)]",negatif
benci bicara roy panci,-5.0,"[('benci', -5.0), ('bicara', 0), ('roy', 0), ('panci', 0)]",negatif
bang roy orang,0.0,"[('bang', 0), ('roy', 0), ('orang', 0)]",netral
autopsi dengar jelas profesor edy podcast deddy corbuzier,-1.0,"[('autopsi', 0), ('dengar', 2.0), ('jelas', -3.0), ('profesor', 0), ('edy', 0), ('podcast', 0), ('deddy', 0), ('corbuzier', 0)]",negatif
keren,0.0,"[('keren', 0)]",netral
video minum kopi tangan mirna kipas mulut ulang ulang olah panas es menit tumbang bukti salah minum lepas sianida biar ahli bicara lawyer argumen bela klien tuduh suami ayah mirna racun kontradiktif nyata mirna tinggal sianida diviralkan kaji ulang kalah kali kali sidang,-34.0,"[('video', 0), ('minum', -3.0), ('kopi', 0), ('tangan', 1.0), ('mirna', 0), ('kipas', 0), ('mulut', -1.0), ('ulang', 0), ('ulang', 0), ('olah', 0), ('panas', -3.0), ('es', 0), ('menit', 0), ('tumbang', -5.0), ('bukti', -3.0), ('salah', -4.0), ('minum', -3.0), ('lepas', -2.0), ('sianida', 0), ('biar', -3.0), ('ahli', 0), ('bicara', 0), ('lawyer', 0), ('argumen', -4.0), ('bela', 0), ('klien', 4.0), ('tuduh', 0), ('suami', 0), ('ayah', 0), ('mirna', 0), ('racun', 0), ('kontradiktif', 0), ('nyata', -2.0), ('mirna', 0), ('tinggal', -3.0), ('sianida', 0), ('diviralkan', 0), ('kaji', 4.0), ('ulang', 0), ('kalah', -4.0), ('kali', 0), ('kali', 0), ('sidang', -3.0)]",negatif
sehat,-1.0,"[('sehat', -1.0)]",negatif
coba raba kening demam,-4.0,"[('coba', -1.0), ('raba', -3.0), ('kening', 0), ('demam', 0)]",negatif
fakta lawyernya viral lirik viral,-3.0,"[('fakta', -3.0), ('lawyernya', 0), ('viral', 0), ('lirik', 0), ('viral', 0)]",negatif
ada autopsi ambil sampel tangkap inti masalah salah salah lugas prosedur tega hukum indonesia autopsi mirna mati wajar keluarga tolak polisi tuju keluarga autopsi hak mutlak polisi tentu autopsi masyarakat curiga keluarga dekat korban iya wajar keluarga korban usut tuntas keluarga korban autopsi selidik meng iya selidik korban mati wajar autopsi autopsi sebab mati autopsi bedah ambil sampel janggal masyarakat ramai masyarakat buta masyarakat dapat sosial media gar bawah iya sosial media tajam sosial media zaman canggih jejak digital mana orang mudah akses,-131.0,"[('ada', -3.0), ('autopsi', 0), ('ambil', -5.0), ('sampel', 0), ('tangkap', -3.0), ('inti', 0), ('masalah', -4.0), ('salah', -4.0), ('salah', -4.0), ('lugas', 4.0), ('prosedur', -4.0), ('tega', -5.0), ('hukum', -3.0), ('indonesia', 0), ('autopsi', 0), ('mirna', 0), ('mati', -5.0), ('wajar', -5.0), ('keluarga', -3.0), ('tolak', -4.0), ('polisi', 0), ('tuju', -4.0), ('keluarga', -3.0), ('autopsi', 0), ('hak', 0), ('mutlak', -3.0), ('polisi', 0), ('tentu', -3.0), ('autopsi', 0), ('masyarakat', 0), ('curiga', -4.0), ('keluarga', -3.0), ('dekat', -4.0), ('korban', -4.0), ('iya', 0), ('wajar', -5.0), ('keluarga', -3.0), ('korban', -4.0), ('usut', 0), ('tuntas', 2.0), ('keluarga', -3.0), ('korban', -4.0), ('autopsi', 0), ('selidik', -3.0), ('meng', 0), ('iya', 0), ('selidik', -3.0), ('korban', -4.0), ('mati', -5.0), ('wajar', -5.0), ('autopsi', 0), ('autopsi', 0), ('sebab', -2.0), ('mati', -5.0), ('autopsi', 0), ('bedah', -3.0), ('ambil', -5.0), ('sampel', 0), ('janggal', -4.0), ('masyarakat', 0), ('ramai', -5.0), ('masyarakat', 0), ('buta', -3.0), ('masyarakat', 0), ('dapat', -2.0), ('sosial', 4.0), ('media', 0), ('gar', 0), ('bawah', 0), ('iya', 0), ('sosial', 4.0), ('media', 0), ('tajam', -2.0), ('sosial', 4.0), ('media', 0), ('zaman', 0), ('canggih', 0), ('jejak', 0), ('digital', 0), ('mana', 0), ('orang', 0), ('mudah', -1.0), ('akses', 2.0)]",negatif
tolak autopsi pas janggal cctv polisi desak keluarga tuju autopsi autopsi temu sebab diotopsi lihat saksi djada sidang jessica saksi ahli polisi coba teori bantah,-18.0,"[('tolak', -4.0), ('autopsi', 0), ('pas', 3.0), ('janggal', -4.0), ('cctv', 0), ('polisi', 0), ('desak', -4.0), ('keluarga', -3.0), ('tuju', -4.0), ('autopsi', 0), ('autopsi', 0), ('temu', 2.0), ('sebab', -2.0), ('diotopsi', 0), ('lihat', 3.0), ('saksi', 1.0), ('djada', 0), ('sidang', -3.0), ('jessica', 0), ('saksi', 1.0), ('ahli', 0), ('polisi', 0), ('coba', -1.0), ('teori', 0), ('bantah', -3.0)]",negatif
fokus mbak maria,-2.0,"[('fokus', -2.0), ('mbak', 0), ('maria', 0)]",negatif
joko widodo ayo jaksa jaksa oknum aparat sogok,-3.0,"[('joko', 0), ('widodo', 0), ('ayo', 4.0), ('jaksa', 0), ('jaksa', 0), ('oknum', 0), ('aparat', -3.0), ('sogok', -4.0)]",negatif
capek paper bag garut garut bla blaaaa orang tubuh uang sianidaa kocak dah,-13.0,"[('capek', -4.0), ('paper', 0), ('bag', 0), ('garut', 0), ('garut', 0), ('bla', 0), ('blaaaa', 0), ('orang', 0), ('tubuh', -4.0), ('uang', 0), ('sianidaa', 0), ('kocak', -2.0), ('dah', -3.0)]",negatif
edi edi,0.0,"[('edi', 0), ('edi', 0)]",netral
cctv sambo,0.0,"[('cctv', 0), ('sambo', 0)]",netral
hasil rekayasa oknum polisi sambo kasut sambo libat hukum main polisi,-2.0,"[('hasil', 3.0), ('rekayasa', 0), ('oknum', 0), ('polisi', 0), ('sambo', 0), ('kasut', 0), ('sambo', 0), ('libat', 0), ('hukum', -3.0), ('main', -2.0), ('polisi', 0)]",negatif
negeri bayar,-3.0,"[('negeri', 0), ('bayar', -3.0)]",negatif
edi hasibuan sambung nih kayak omong blepot,-10.0,"[('edi', 0), ('hasibuan', 0), ('sambung', -3.0), ('nih', 0), ('kayak', -3.0), ('omong', -4.0), ('blepot', 0)]",negatif
habis bahas cctv barang muncul kayak gue sisi pancing debat sisi substansi proses formal,-5.0,"[('habis', -3.0), ('bahas', 2.0), ('cctv', 0), ('barang', 0), ('muncul', -3.0), ('kayak', -3.0), ('gue', 0), ('sisi', 0), ('pancing', 0), ('debat', 3.0), ('sisi', 0), ('substansi', 1.0), ('proses', 1.0), ('formal', -3.0)]",negatif
buka tuntas polisi percaya masyarakat indonesia taruhanny percaya masyarakat indonesia,3.0,"[('buka', -3.0), ('tuntas', 2.0), ('polisi', 0), ('percaya', 2.0), ('masyarakat', 0), ('indonesia', 0), ('taruhanny', 0), ('percaya', 2.0), ('masyarakat', 0), ('indonesia', 0)]",positif
anda buka putus jessica salah terima denial orang uji kali,-10.0,"[('anda', -1.0), ('buka', -3.0), ('putus', -5.0), ('jessica', 0), ('salah', -4.0), ('terima', 2.0), ('denial', 0), ('orang', 0), ('uji', 1.0), ('kali', 0)]",negatif
bang roy suryo hafal lagu indonesia raya bang,2.0,"[('bang', 0), ('roy', 0), ('suryo', 0), ('hafal', 0), ('lagu', 2.0), ('indonesia', 0), ('raya', 0), ('bang', 0)]",positif
jujur polisi hebat atur skenario kalah sutra dara film sutra dara film enak tonton polisi paham maksud hati nurani adil jokowi bantu terang negeri hakim indonesia bantu terang citra polisi buruk terima kasih,-39.0,"[('jujur', -1.0), ('polisi', 0), ('hebat', 0), ('atur', -4.0), ('skenario', 0), ('kalah', -4.0), ('sutra', 0), ('dara', 0), ('film', 0), ('sutra', 0), ('dara', 0), ('film', 0), ('enak', -4.0), ('tonton', -4.0), ('polisi', 0), ('paham', 0), ('maksud', -1.0), ('hati', -2.0), ('nurani', 0), ('adil', -3.0), ('jokowi', 0), ('bantu', -4.0), ('terang', -3.0), ('negeri', 0), ('hakim', 0), ('indonesia', 0), ('bantu', -4.0), ('terang', -3.0), ('citra', 2.0), ('polisi', 0), ('buruk', -5.0), ('terima', 2.0), ('kasih', -1.0)]",negatif
banyak pngkat mnyelesaikn,-3.0,"[('banyak', -3.0), ('pngkat', 0), ('mnyelesaikn', 0)]",negatif
mati mirna sepuh ferdi sambo aktif polisi tahu sambo kaisar institusi polisi republik indonesia,-11.0,"[('mati', -5.0), ('mirna', 0), ('sepuh', -3.0), ('ferdi', 0), ('sambo', 0), ('aktif', -3.0), ('polisi', 0), ('tahu', -4.0), ('sambo', 0), ('kaisar', 4.0), ('institusi', 0), ('polisi', 0), ('republik', 0), ('indonesia', 0)]",negatif
ferdi sambo gegera nuntasin mati mirna cepat jenderal bintang polisi republik indonesia,-8.0,"[('ferdi', 0), ('sambo', 0), ('gegera', 0), ('nuntasin', 0), ('mati', -5.0), ('mirna', 0), ('cepat', -3.0), ('jenderal', 0), ('bintang', 0), ('polisi', 0), ('republik', 0), ('indonesia', 0)]",negatif
gvlc dianggep prestasi pngkat aparat tegak hukum dngri sistem,-10.0,"[('gvlc', 0), ('dianggep', 0), ('prestasi', 0), ('pngkat', 0), ('aparat', -3.0), ('tegak', 0), ('hukum', -3.0), ('dngri', 0), ('sistem', -4.0)]",negatif
anjir seru dvr surat pemberitahuan tahun josua dvr asli simpan dicopy anggap hilang sambo plus krisnamurti halo,-13.0,"[('anjir', -3.0), ('seru', -5.0), ('dvr', 0), ('surat', 0), ('pemberitahuan', -3.0), ('tahun', 0), ('josua', 0), ('dvr', 0), ('asli', 2.0), ('simpan', -3.0), ('dicopy', 0), ('anggap', 0), ('hilang', -4.0), ('sambo', 0), ('plus', 2.0), ('krisnamurti', 0), ('halo', 1.0)]",negatif
wajib buka tangan putus inkrah adil jessica masuk akal bodoh adil orang orang,-18.0,"[('wajib', -2.0), ('buka', -3.0), ('tangan', 1.0), ('putus', -5.0), ('inkrah', 0), ('adil', -3.0), ('jessica', 0), ('masuk', -3.0), ('akal', 0), ('bodoh', 0), ('adil', -3.0), ('orang', 0), ('orang', 0)]",negatif
bukti bawa bukti ada bukti,-15.0,"[('bukti', -3.0), ('bawa', -3.0), ('bukti', -3.0), ('ada', -3.0), ('bukti', -3.0)]",negatif
roy roy apalan lagu indonesia raya,2.0,"[('roy', 0), ('roy', 0), ('apalan', 0), ('lagu', 2.0), ('indonesia', 0), ('raya', 0)]",positif
percaya jessica balik polisi percaya masyarakat indonesia semangt kakak jess biar tangan allah,4.0,"[('percaya', 2.0), ('jessica', 0), ('balik', -3.0), ('polisi', 0), ('percaya', 2.0), ('masyarakat', 0), ('indonesia', 0), ('semangt', 0), ('kakak', 0), ('jess', 0), ('biar', -3.0), ('tangan', 1.0), ('allah', 5.0)]",positif
maaf video tunjuk jessica cctv jessica tamu cantum tanggal edit jessica iya racun kopi angkat tangan takut orang paperbag masuk tangan rendah dividio tangan angkat banget ayo selidik video hati langsung percayaa,-3.0,"[('maaf', -3.0), ('video', 0), ('tunjuk', 0), ('jessica', 0), ('cctv', 0), ('jessica', 0), ('tamu', 0), ('cantum', 4.0), ('tanggal', -4.0), ('edit', 0), ('jessica', 0), ('iya', 0), ('racun', 0), ('kopi', 0), ('angkat', 3.0), ('tangan', 1.0), ('takut', -4.0), ('orang', 0), ('paperbag', 0), ('masuk', -3.0), ('tangan', 1.0), ('rendah', -5.0), ('dividio', 0), ('tangan', 1.0), ('angkat', 3.0), ('banget', 1.0), ('ayo', 4.0), ('selidik', -3.0), ('video', 0), ('hati', -2.0), ('langsung', 3.0), ('percayaa', 0)]",negatif
taruh sianida geser gelas sulit kepala satu mata,-4.0,"[('taruh', 4.0), ('sianida', 0), ('geser', -5.0), ('gelas', 0), ('sulit', 0), ('kepala', 0), ('satu', -1.0), ('mata', -2.0)]",negatif
ajar indonesia merdeka,-3.0,"[('ajar', -3.0), ('indonesia', 0), ('merdeka', 0)]",negatif
tertawa makam lagi rumah sakit polisi republik indonesia autopsi selamat autopsi keluarga ambil sample rumah sakit polisi republik indonesia rumah sakit waluyo,-7.0,"[('tertawa', 5.0), ('makam', 0), ('lagi', -3.0), ('rumah', 3.0), ('sakit', -5.0), ('polisi', 0), ('republik', 0), ('indonesia', 0), ('autopsi', 0), ('selamat', 5.0), ('autopsi', 0), ('keluarga', -3.0), ('ambil', -5.0), ('sample', 0), ('rumah', 3.0), ('sakit', -5.0), ('polisi', 0), ('republik', 0), ('indonesia', 0), ('rumah', 3.0), ('sakit', -5.0), ('waluyo', 0)]",negatif
saksi jujur roy panci,0.0,"[('saksi', 1.0), ('jujur', -1.0), ('roy', 0), ('panci', 0)]",netral
tas atur hadiah teman hadia atur pisah tukar hadiah sdngkan tas atur urut leta pisah jejer,-32.0,"[('tas', 0), ('atur', -4.0), ('hadiah', -3.0), ('teman', 0), ('hadia', 0), ('atur', -4.0), ('pisah', -3.0), ('tukar', -3.0), ('hadiah', -3.0), ('sdngkan', 0), ('tas', 0), ('atur', -4.0), ('urut', 0), ('leta', -5.0), ('pisah', -3.0), ('jejer', 0)]",negatif
gila benar gila orang mngatakn jessica salah benar ber asumsi duga an yakin dasar bukti sah kuat orang brtugas sa at kawan sambo rekan mngerikan hukum negeri,-34.0,"[('gila', -5.0), ('benar', -4.0), ('gila', -5.0), ('orang', 0), ('mngatakn', 0), ('jessica', 0), ('salah', -4.0), ('benar', -4.0), ('ber', 0), ('asumsi', -3.0), ('duga', -1.0), ('an', 0), ('yakin', 3.0), ('dasar', 0), ('bukti', -3.0), ('sah', 0), ('kuat', -3.0), ('orang', 0), ('brtugas', 0), ('sa', 0), ('at', 0), ('kawan', 0), ('sambo', 0), ('rekan', -2.0), ('mngerikan', 0), ('hukum', -3.0), ('negeri', 0)]",negatif
guys perhati polisi zaman sambo mirna kayak raya screenshoot,-2.0,"[('guys', 1.0), ('perhati', 0), ('polisi', 0), ('zaman', 0), ('sambo', 0), ('mirna', 0), ('kayak', -3.0), ('raya', 0), ('screenshoot', 0)]",negatif
polisi bicara blepot cctv hafal,0.0,"[('polisi', 0), ('bicara', 0), ('blepot', 0), ('cctv', 0), ('hafal', 0)]",netral
presiden jokowi tegak adil buka rakyat nyaman hukum perintah,-2.0,"[('presiden', 3.0), ('jokowi', 0), ('tegak', 0), ('adil', -3.0), ('buka', -3.0), ('rakyat', 0), ('nyaman', 4.0), ('hukum', -3.0), ('perintah', 0)]",negatif
ferdi sambo justice collaborate ayo ferdi hukum laksana sudi buat,-1.0,"[('ferdi', 0), ('sambo', 0), ('justice', 0), ('collaborate', 0), ('ayo', 4.0), ('ferdi', 0), ('hukum', -3.0), ('laksana', 0), ('sudi', -3.0), ('buat', 1.0)]",negatif
edit sambo ganks kawan kawan,0.0,"[('edit', 0), ('sambo', 0), ('ganks', 0), ('kawan', 0), ('kawan', 0)]",netral
roy suryo wkwk,0.0,"[('roy', 0), ('suryo', 0), ('wkwk', 0)]",netral
olivier tutup kalo manipulasi olivier hilang barang bukti karma,-9.0,"[('olivier', 0), ('tutup', -2.0), ('kalo', 0), ('manipulasi', 0), ('olivier', 0), ('hilang', -4.0), ('barang', 0), ('bukti', -3.0), ('karma', 0)]",negatif
cctv rekayasa orang penting,-4.0,"[('cctv', 0), ('rekayasa', 0), ('orang', 0), ('penting', -4.0)]",negatif
keluarga mirna curiga,-7.0,"[('keluarga', -3.0), ('mirna', 0), ('curiga', -4.0)]",negatif
netflix jeli janggal negeri tim film dokumenter lempar bola panas warganet simpul jenius,-11.0,"[('netflix', 0), ('jeli', -3.0), ('janggal', -4.0), ('negeri', 0), ('tim', -4.0), ('film', 0), ('dokumenter', 0), ('lempar', 0), ('bola', 0), ('panas', -3.0), ('warganet', 0), ('simpul', 3.0), ('jenius', 0)]",negatif
avengers kumpul bela benar,-4.0,"[('avengers', 0), ('kumpul', 0), ('bela', 0), ('benar', -4.0)]",negatif
semyanya suap naka fia menang,-8.0,"[('semyanya', 0), ('suap', -3.0), ('naka', 0), ('fia', 0), ('menang', -5.0)]",negatif
bahasa mas indra giri ajar profesional,-7.0,"[('bahasa', -4.0), ('mas', 0), ('indra', 0), ('giri', 0), ('ajar', -3.0), ('profesional', 0)]",negatif
roy roy nyrucus doang otot melulu,-8.0,"[('roy', 0), ('roy', 0), ('nyrucus', 0), ('doang', -1.0), ('otot', -4.0), ('melulu', -3.0)]",negatif
murah senyum roy suryo wkwk,-3.0,"[('murah', -2.0), ('senyum', -1.0), ('roy', 0), ('suryo', 0), ('wkwk', 0)]",negatif
roy campur,5.0,"[('roy', 0), ('campur', 5.0)]",positif
ayah mirna bilang video sengaja keluar jessica hukum mati derita hukum umur hidup bilang polisi ada video alhi hukum oke polisi nyembunyiin bukti keluarga korban,-41.0,"[('ayah', 0), ('mirna', 0), ('bilang', 0), ('video', 0), ('sengaja', -2.0), ('keluar', -3.0), ('jessica', 0), ('hukum', -3.0), ('mati', -5.0), ('derita', -5.0), ('hukum', -3.0), ('umur', -2.0), ('hidup', -4.0), ('bilang', 0), ('polisi', 0), ('ada', -3.0), ('video', 0), ('alhi', 0), ('hukum', -3.0), ('oke', 2.0), ('polisi', 0), ('nyembunyiin', 0), ('bukti', -3.0), ('keluarga', -3.0), ('korban', -4.0)]",negatif
rekayasa otto akurat,0.0,"[('rekayasa', 0), ('otto', 0), ('akurat', 0)]",netral
alur cerita keluar jessica,-11.0,"[('alur', -4.0), ('cerita', -4.0), ('keluar', -3.0), ('jessica', 0)]",negatif
kasihan iya orang salah penjara,-11.0,"[('kasihan', -3.0), ('iya', 0), ('orang', 0), ('salah', -4.0), ('penjara', -4.0)]",negatif
